step,method,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,positive_gradient_norm,local_negative_gradient_norm,far_negative_gradient_norm,raw_negative_gradient_norm,post_control_negative_gradient_norm,far_scale,total_update_norm,task_threshold
1,uncontrolled_all,0.5701557397842407,0.0041986629366874695,0.46000850200653076,0.7945183515548706,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.8683941960334778,1.7308495044708252,3.1739132404327393,1.7898083925247192,1.7898083925247192,0.027266805570184575,1.3337894678115845,0.2567541092634201
3,uncontrolled_all,0.5692226886749268,0.0018702074885368347,0.46016642451286316,0.7958664894104004,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.8590222001075745,1.8335965871810913,3.5896241664886475,2.026179313659668,2.026179313659668,0.025540230705742597,1.5029699802398682,0.2567541092634201
