step,stage,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,positive_gradient_norm,negative_gradient_norm,total_gradient_norm,normalized_field_residual,negative_raw_distance_mean,negative_standardized_distance_mean,dynamic_near_occupancy,dynamic_far_occupancy,local_negative_raw_distance,local_negative_standardized_distance,farthest_negative_raw_distance,farthest_negative_standardized_distance
0,initial,0.5705646872520447,0.005203947424888611,0.4599393606185913,0.7939280271530151,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.7862975001335144,0.0,0.7862975001335144,0.9999999999987282,1.339667797088623,7.036279678344727,0.25390625,0.74609375,0.6662205457687378,3.4991612434387207,1.8724215030670166,9.834439277648926
2,sgd,0.5704419612884521,0.004746589809656143,0.45976901054382324,0.7941020727157593,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.7865950465202332,0.0,0.7865950465202332,0.9999999999987287,1.339734435081482,7.0366291999816895,0.25390625,0.74609375,0.6659107804298401,3.49753475189209,1.8727312088012695,9.836065292358398
