step,stage,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,aggregate_phantom_negative_gradient_norm,negative_raw_distance_mean,negative_standardized_distance_mean,near_standardized_distance,far_standardized_distance
0,initial,0.6054465770721436,0.1549665778875351,0.5048385858535767,0.7445842027664185,0.6000000238418579,0.6000000238418579,0.6000000238418579,-0.5108256340026855,-0.5108256340026855,0.5389951467514038,1.3163421154022217,2.1939034461975098,1.275068759918213,2.907877206802368
4,adam,0.6009126901626587,0.13442137837409973,0.4964682161808014,0.7511048913002014,0.5914962887763977,0.5880628824234009,0.5939497351646423,-0.5309213399887085,-0.5209606289863586,,,,,
4,stationary_audit,0.562761664390564,-0.010611698031425476,0.4664081335067749,0.8052695989608765,0.3769499361515045,0.3451618254184723,0.40791913866996765,-1.06374192237854,-0.896686315536499,1.8524402379989624,1.3313982486724854,3.401524782180786,1.6415088176727295,4.6959943771362305
6,continuation,0.5629507303237915,-0.009918972849845886,0.4655197262763977,0.8049666881561279,0.3763166069984436,0.3447404205799103,0.40715548396110535,-1.0649635791778564,-0.8985601663589478,1.8602238893508911,1.3310383558273315,3.406048536300659,1.6424297094345093,4.703832149505615
6,final_stationary_audit_and_adaptive_polish,0.5705646872520447,0.005203947424888611,0.4599393606185913,0.7939280271530151,0.38058221340179443,0.3502987027168274,0.4102715849876404,-1.048969030380249,-0.8909358978271484,1.7932722568511963,1.327999472618103,3.365471601486206,1.653576374053955,4.633967399597168
