seed,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,aggregate_phantom_negative_gradient_norm,negative_raw_distance_mean,negative_standardized_distance_mean,near_standardized_distance,far_standardized_distance,positive_gradient_norm,negative_gradient_norm,total_gradient_norm,normalized_field_residual,initial_probe_phantom_gradient_norm,probe_phantom_growth,final_stationary_audit_succeeded,full_data_polish_steps,full_data_polish_max_steps,status
10,0.5824936628341675,-0.051906850188970566,0.39101916551589966,0.7866147756576538,0.3509032130241394,0.3053510785102844,0.37908613681793213,-1.186293125152588,-0.9699918031692505,2.714646100997925,1.343459129333496,3.8617992401123047,1.7691668272018433,5.494989395141602,0.25532427430152893,0.0,0.25532427430152893,0.9999999999960835,0.5780539512634277,4.786086315960067,True,1,1,finite_but_residual_above_strict_threshold
