step,stage,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,aggregate_phantom_negative_gradient_norm,negative_raw_distance_mean,negative_standardized_distance_mean,near_standardized_distance,far_standardized_distance
0,initial,0.6790357232093811,0.35500580072402954,0.5693730711936951,0.6418458223342896,0.6000000238418579,0.6000000238418579,0.6000000238418579,-0.5108256340026855,-0.5108256340026855,0.5780539512634277,1.3164092302322388,2.1940150260925293,1.50861394405365,2.7864866256713867
4,adam,0.6793642044067383,0.3287985324859619,0.5491893887519836,0.6414284706115723,0.5947421789169312,0.5917035341262817,0.5983961820602417,-0.5247495174407959,-0.5135022401809692,,,,,
4,stationary_audit,0.5796605348587036,-0.051786668598651886,0.4204738140106201,0.7949264049530029,0.5028701424598694,0.4858261048793793,0.5177915096282959,-0.7219045162200928,-0.6581825613975525,1.0479025840759277,1.3403234481811523,2.653569221496582,1.234383463859558,3.7132017612457275
6,continuation,0.5805274844169617,-0.05029342323541641,0.41974639892578125,0.7936254739761353,0.5023068189620972,0.4854603409767151,0.5172536373138428,-0.7226576805114746,-0.659221887588501,1.0479180812835693,1.339465856552124,2.655524730682373,1.2347952127456665,3.7152819633483887
6,final_stationary_audit_and_adaptive_polish,0.5824936628341675,-0.051906850188970566,0.39101916551589966,0.7866147756576538,0.3509032130241394,0.3053510785102844,0.37908613681793213,-1.186293125152588,-0.9699918031692505,2.766616106033325,1.3466769456863403,3.844050645828247,1.6511294841766357,5.4677300453186035
