step,stage,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,aggregate_phantom_negative_gradient_norm,negative_raw_distance_mean,negative_standardized_distance_mean,near_standardized_distance,far_standardized_distance
0,initial,0.5480765104293823,-0.05653806030750275,0.4842856526374817,0.8315616846084595,0.6000000238418579,0.6000000238418579,0.6000000238418579,-0.5108256340026855,-0.5108256340026855,0.717227578163147,1.3913922309875488,2.3189868927001953,1.1637656688690186,3.178129196166992
4,adam,0.5517988204956055,-0.055787935853004456,0.472932368516922,0.8255398273468018,0.5931466817855835,0.5893739461898804,0.5955430269241333,-0.5286943912506104,-0.5182816386222839,,,,,
4,stationary_audit,0.577267587184906,-0.023027732968330383,0.4396820366382599,0.7874990701675415,0.4191775619983673,0.38200581073760986,0.44565972685813904,-0.9623194932937622,-0.8081995844841003,1.8717297315597534,1.382474422454834,3.348012685775757,1.6207871437072754,4.62077522277832
6,continuation,0.5769678354263306,-0.024244945496320724,0.4386449158191681,0.7879664301872253,0.4187503457069397,0.3814701735973358,0.4453350901603699,-0.9637225866317749,-0.8089282512664795,1.8764073848724365,1.3822091817855835,3.3508529663085938,1.6188472509384155,4.627419471740723
6,final_stationary_audit_and_adaptive_polish,0.5681492686271667,-0.061256423592567444,0.4029507040977478,0.8017622828483582,0.41766390204429626,0.3805580139160156,0.44519826769828796,-0.9661166667938232,-0.8092355728149414,1.967801570892334,1.378596544265747,3.3560879230499268,1.4801210165023804,4.739530563354492
