seed,seed_ci_low,seed_ci_high,reward,reward_ci_low,reward_ci_high,normalized_extrapolation_displacement,normalized_extrapolation_displacement_ci_low,normalized_extrapolation_displacement_ci_high,distance_to_a_plus,distance_to_a_plus_ci_low,distance_to_a_plus_ci_high,distance_to_a_star,distance_to_a_star_ci_low,distance_to_a_star_ci_high,sigma_mean,sigma_mean_ci_low,sigma_mean_ci_high,sigma_min,sigma_min_ci_low,sigma_min_ci_high,sigma_max,sigma_max_ci_low,sigma_max_ci_high,log_sigma_min,log_sigma_min_ci_low,log_sigma_min_ci_high,log_sigma_max,log_sigma_max_ci_low,log_sigma_max_ci_high,aggregate_phantom_negative_gradient_norm,aggregate_phantom_negative_gradient_norm_ci_low,aggregate_phantom_negative_gradient_norm_ci_high,negative_raw_distance_mean,negative_raw_distance_mean_ci_low,negative_raw_distance_mean_ci_high,negative_standardized_distance_mean,negative_standardized_distance_mean_ci_low,negative_standardized_distance_mean_ci_high,near_standardized_distance,near_standardized_distance_ci_low,near_standardized_distance_ci_high,far_standardized_distance,far_standardized_distance_ci_low,far_standardized_distance_ci_high,positive_gradient_norm,positive_gradient_norm_ci_low,positive_gradient_norm_ci_high,negative_gradient_norm,negative_gradient_norm_ci_low,negative_gradient_norm_ci_high,total_gradient_norm,total_gradient_norm_ci_low,total_gradient_norm_ci_high,normalized_field_residual,normalized_field_residual_ci_low,normalized_field_residual_ci_high,initial_probe_phantom_gradient_norm,initial_probe_phantom_gradient_norm_ci_low,initial_probe_phantom_gradient_norm_ci_high,probe_phantom_growth,probe_phantom_growth_ci_low,probe_phantom_growth_ci_high,final_stationary_audit_succeeded,final_stationary_audit_succeeded_ci_low,final_stationary_audit_succeeded_ci_high,full_data_polish_steps,full_data_polish_steps_ci_low,full_data_polish_steps_ci_high,full_data_polish_max_steps,full_data_polish_max_steps_ci_low,full_data_polish_max_steps_ci_high,n
10.0,10.0,10.0,0.5824936628341675,0.5824936628341675,0.5824936628341675,-0.051906850188970566,-0.051906850188970566,-0.051906850188970566,0.39101916551589966,0.39101916551589966,0.39101916551589966,0.7866147756576538,0.7866147756576538,0.7866147756576538,0.3509032130241394,0.3509032130241394,0.3509032130241394,0.3053510785102844,0.3053510785102844,0.3053510785102844,0.37908613681793213,0.37908613681793213,0.37908613681793213,-1.186293125152588,-1.186293125152588,-1.186293125152588,-0.9699918031692505,-0.9699918031692505,-0.9699918031692505,2.714646100997925,2.714646100997925,2.714646100997925,1.343459129333496,1.343459129333496,1.343459129333496,3.8617992401123047,3.8617992401123047,3.8617992401123047,1.7691668272018433,1.7691668272018433,1.7691668272018433,5.494989395141602,5.494989395141602,5.494989395141602,0.25532427430152893,0.25532427430152893,0.25532427430152893,0.0,0.0,0.0,0.25532427430152893,0.25532427430152893,0.25532427430152893,0.9999999999960835,0.9999999999960835,0.9999999999960835,0.5780539512634277,0.5780539512634277,0.5780539512634277,4.786086315960067,4.786086315960067,4.786086315960067,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
