step,stage,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,positive_gradient_norm,negative_gradient_norm,total_gradient_norm,normalized_field_residual,negative_raw_distance_mean,negative_standardized_distance_mean,dynamic_near_occupancy,dynamic_far_occupancy,local_negative_raw_distance,local_negative_standardized_distance,farthest_negative_raw_distance,farthest_negative_standardized_distance
0,initial,0.5705646872520447,0.005203947424888611,0.4599393606185913,0.7939280271530151,0.38058221340179443,0.3502987027168274,0.4102715849876404,-1.048969030380249,-0.8909358978271484,0.23673281073570251,0.19803237915039062,0.290894091129303,0.6690832152520009,1.339667797088623,3.544480323791504,0.82421875,0.17578125,0.6662205457687378,1.7564442157745361,1.8724215030670166,4.959970474243164
2,sgd,0.5706686973571777,0.005432605743408203,0.4598895013332367,0.793777346611023,0.3805534541606903,0.35027065873146057,0.41024380922317505,-1.0490491390228271,-0.8910036683082581,0.23652954399585724,0.19817447662353516,0.2906307876110077,0.6685716575527204,1.3396062850952148,3.544588088989258,0.82421875,0.17578125,0.6663017868995667,1.756788730621338,1.8722586631774902,4.959919452667236
