step,method,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,positive_gradient_norm,local_negative_gradient_norm,far_negative_gradient_norm,raw_negative_gradient_norm,post_control_negative_gradient_norm,far_scale,total_update_norm,task_threshold
1,budget_matched_global,0.5701924562454224,0.0042904578149318695,0.45999664068222046,0.7944653034210205,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.8683941960334778,1.7308495044708252,3.1739132404327393,1.7898083925247192,1.6535753011703491,0.027266805570184575,1.2147890329360962,0.2567541092634201
3,budget_matched_global,0.5696044564247131,0.0027741119265556335,0.46006059646606445,0.7953144311904907,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.8565160632133484,1.8366031646728516,3.5859241485595703,2.019757032394409,1.752237319946289,0.02560850548679459,1.2590000629425049,0.2567541092634201
