seed,alpha,branch,finite_mean_fixed_point,analytic_normalized_extrapolation_displacement,analytic_reward,analytic_sigma,finite_variance_fixed_point,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,positive_gradient_norm,negative_gradient_norm,total_gradient_norm,normalized_field_residual,negative_raw_distance_mean,negative_standardized_distance_mean,dynamic_near_occupancy,dynamic_far_occupancy,local_negative_raw_distance,local_negative_standardized_distance,farthest_negative_raw_distance,farthest_negative_standardized_distance,stationary_audit_attempted,stationary_audit_1_succeeded,stationary_audit_2_succeeded,stationary_audit_succeeded,state_class,support_boundary_onset,support_event_type,stop_reason,normalized_extrapolation_displacement_window_slope,log_sigma_window_slope
50,0.0,learnable_variance,True,0.0,0.6469051754643524,0.1903943276465978,True,0.570559024810791,0.00515235960483551,0.45989343523979187,0.7939354181289673,0.3806037902832031,0.3503202199935913,0.4102931320667267,-1.0489076375961304,-0.8908834457397461,0.2366664856672287,0.0,0.2366664856672287,0.9999999999957746,1.339669942855835,3.5442862510681152,0.826171875,0.173828125,0.6661698818206787,1.7562124729156494,1.8724560737609863,4.959780216217041,True,False,False,False,finite_continuing_drift_or_runaway,,,completed,nan,nan
50,0.38,learnable_variance,True,0.2066622694715239,0.760231697917547,0.01041326464172593,True,0.5706686973571777,0.005432605743408203,0.4598895013332367,0.793777346611023,0.3805534541606903,0.35027065873146057,0.41024380922317505,-1.0490491390228271,-0.8910036683082581,0.23652954399585724,0.19817447662353516,0.2906307876110077,0.6685716575527204,1.3396062850952148,3.544588088989258,0.82421875,0.17578125,0.6663017868995667,1.756788730621338,1.8722586631774902,4.959919452667236,True,False,False,False,finite_continuing_drift_or_runaway,,,completed,nan,nan
50,0.4,learnable_variance,True,0.22090308716248683,0.7676827342740055,nan,False,0.5707952976226807,0.005705714225769043,0.4598470628261566,0.793595016002655,0.3805534541606903,0.3502749502658844,0.4102403223514557,-1.0490368604660034,-0.8910121321678162,0.23619794845581055,0.20873281359672546,0.29651039838790894,0.666419190750923,1.339534878730774,3.544393301010132,0.82421875,0.17578125,0.6664078235626221,1.7570581436157227,1.872056245803833,4.959378719329834,False,False,False,False,finite_continuing_drift_or_runaway,,,completed,nan,nan
