step,method,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,near_occupancy,far_occupancy,raw_distance_mean,standardized_distance_mean,positive_gradient_norm,near_negative_gradient_norm,far_negative_gradient_norm,raw_negative_gradient_norm,post_control_negative_gradient_norm,far_scale,total_update_norm,task_threshold,support_boundary_event,support_event_type
1,baseline,0.5679415464401245,-0.06171274557709694,0.4029943346977234,0.8020638823509216,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.23828125,0.76171875,1.3600281476974487,7.14321756362915,1.2729252576828003,0.39376288652420044,3.9559035301208496,3.6519274711608887,3.6519274711608887,0.0049769020342120395,3.209505081176758,0.25566717088222507,False,
3,baseline,0.5674878358840942,-0.06272221356630325,0.4031016528606415,0.8027234673500061,0.1903943419456482,0.1903943419456482,0.1903943419456482,-1.6586579084396362,-1.6586579084396362,0.2578125,0.7421875,1.357171654701233,7.128214359283447,0.9500953555107117,0.37430262565612793,4.253856658935547,3.932203531265259,3.932203531265259,0.004399567917618815,3.404081106185913,0.25566717088222507,False,
