seed,protocol,embedding_mode,concentration_mode,method,alpha,far_lambda,completed_steps,terminal_class,task_performance_collapse,support_or_temperature_boundary,nan_inf_numerical_failure,final_hidden_optimal_probability,final_positive_support_probability,final_expected_semantic_reward,final_normalized_semantic_extrapolation,final_entropy_mean,final_effective_support_mean,final_effective_support_p05,final_concentration_mean,final_concentration_min,final_concentration_max
10,E6-C,aligned,learnable,far_zero,0.1,0.05,8000,formal_persistent_drift_or_inconclusive,False,False,False,0.17144933342933655,0.7274560332298279,0.8875226378440857,0.05662497133016586,1.4472285509109497,4.840886116027832,2.2329261302948,27.447834014892578,0.052009955048561096,93.3327865600586
10,E6-C,aligned,learnable,uncontrolled,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.23650160431861877,0.7446310520172119,0.9082878232002258,0.0474274568259716,0.15517662465572357,1.2158098220825195,1.0,484.3783874511719,307.77593994140625,526.9955444335938
10,E6-C,aligned,learnable,far_cap,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.234025776386261,0.7499749064445496,0.9084655046463013,0.04954454302787781,0.17089992761611938,1.2432655096054077,1.0,484.4186706542969,307.5025329589844,527.0570068359375
10,E6-C,shuffled,learnable,positive_only,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.02152167819440365,0.11083558946847916,0.529539942741394,0.2191075086593628,3.78584361076355,44.53813171386719,33.55724334716797,1.9627487659454346,0.7978543043136597,4.282374858856201
10,E6-C,shuffled,learnable,far_zero,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.023068072274327278,0.11863413453102112,0.5329151749610901,0.21474646031856537,3.6805520057678223,40.50859069824219,27.004627227783203,2.318005084991455,0.6816356778144836,6.197049140930176
10,E6-C,shuffled,learnable,uncontrolled,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.022803785279393196,0.12339937686920166,0.5381920337677002,0.26838865876197815,3.605924129486084,37.84814453125,23.572551727294922,2.5837297439575195,0.6320731043815613,7.38296365737915
10,E6-C,shuffled,learnable,far_cap,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.022801395505666733,0.12340102344751358,0.5381871461868286,0.2688252627849579,3.6058716773986816,37.846317291259766,23.574073791503906,2.5838780403137207,0.6286091804504395,7.383124828338623
11,E6-A,aligned,fixed,positive_only,0.0,0.0,8000,formal_terminal_plateau,False,False,False,0.12094610929489136,0.5954347252845764,0.8566926717758179,-0.20663222670555115,2.287736415863037,10.028236389160156,7.122654438018799,8.0,8.0,8.0
11,E6-A,aligned,fixed,local_only,0.25,0.0,8000,formal_terminal_plateau,False,False,False,0.16966190934181213,0.5208102464675903,0.8789687156677246,0.3449440598487854,2.2800381183624268,9.946380615234375,7.171319961547852,8.0,8.0,8.0
11,E6-A,aligned,fixed,local_only,0.5,0.0,8000,formal_terminal_plateau,False,False,False,0.17631325125694275,0.33887380361557007,0.8727471828460693,0.9523965120315552,2.3180928230285645,10.375022888183594,7.162286758422852,8.0,8.0,8.0
11,E6-A,aligned,fixed,local_only,0.75,0.0,8000,formal_terminal_plateau,False,False,False,0.12179366499185562,0.1470470130443573,0.8258180618286133,1.488289713859558,2.328540563583374,10.507429122924805,6.771987438201904,8.0,8.0,8.0
11,E6-B,aligned,learnable,positive_only,0.0,0.0,8000,formal_terminal_plateau,False,False,False,0.13001854717731476,0.6971872448921204,0.8728660345077515,-0.1832466870546341,1.9041476249694824,6.8587327003479,4.958222389221191,12.3638334274292,5.60016393661499,20.828163146972656
11,E6-B,aligned,learnable,far_zero,0.1,0.05,8000,formal_persistent_drift_or_inconclusive,False,False,False,0.16897369921207428,0.7228590846061707,0.8919107913970947,0.029523933306336403,1.5807974338531494,5.118443012237549,2.9260096549987793,20.67269515991211,4.297884941101074,49.920047760009766
11,E6-B,aligned,learnable,uncontrolled,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.19912490248680115,0.7862017154693604,0.9096477627754211,-0.015616976656019688,0.124056875705719,1.1666791439056396,1.0,508.6881103515625,370.3943786621094,546.1356811523438
11,E6-B,aligned,learnable,near_zero,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.14873647689819336,0.8281486630439758,0.8995120525360107,-0.1514914631843567,0.18962730467319489,1.3597393035888672,1.0,455.64068603515625,0.05000000074505806,510.75738525390625
11,E6-B,aligned,learnable,far_cap,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.20141424238681793,0.7837185859680176,0.9099889993667603,-0.017808541655540466,0.12849633395671844,1.1747926473617554,1.0,508.5106506347656,368.716796875,546.03466796875
11,E6-B,aligned,learnable,budget_matched_global,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.2034422755241394,0.7836617231369019,0.910754919052124,-0.009543615393340588,0.12410298734903336,1.1679035425186157,1.0,508.79254150390625,375.50421142578125,546.0620727539062
11,E6-C,aligned,learnable,positive_only,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.13001854717731476,0.6971872448921204,0.8728660345077515,-0.1832466870546341,1.9041476249694824,6.8587327003479,4.958222389221191,12.3638334274292,5.60016393661499,20.828163146972656
11,E6-C,aligned,learnable,far_zero,0.1,0.05,8000,formal_persistent_drift_or_inconclusive,False,False,False,0.16897369921207428,0.7228590846061707,0.8919107913970947,0.029523933306336403,1.5807974338531494,5.118443012237549,2.9260096549987793,20.67269515991211,4.297884941101074,49.920047760009766
11,E6-C,aligned,learnable,uncontrolled,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.19912490248680115,0.7862017154693604,0.9096477627754211,-0.015616976656019688,0.124056875705719,1.1666791439056396,1.0,508.6881103515625,370.3943786621094,546.1356811523438
11,E6-C,aligned,learnable,far_cap,0.1,0.05,8000,support_or_temperature_boundary,False,True,False,0.20141424238681793,0.7837185859680176,0.9099889993667603,-0.017808541655540466,0.12849633395671844,1.1747926473617554,1.0,508.5106506347656,368.716796875,546.03466796875
11,E6-C,shuffled,learnable,positive_only,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.021585538983345032,0.11069826036691666,0.5356850624084473,-0.39924296736717224,3.8008580207824707,45.91889572143555,28.07114601135254,1.8533157110214233,0.3469688892364502,5.780240058898926
11,E6-C,shuffled,learnable,far_zero,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.022454185411334038,0.11833608895540237,0.5369693040847778,-0.34430184960365295,3.692997932434082,41.989227294921875,21.94132423400879,2.1942899227142334,0.3291531205177307,7.908270359039307
11,E6-C,shuffled,learnable,uncontrolled,0.1,0.05,8000,formal_terminal_plateau,False,False,False,0.023651165887713432,0.1254347264766693,0.5428870916366577,-0.4090580940246582,3.6087379455566406,39.23350524902344,17.65620994567871,2.4933242797851562,0.23849552869796753,9.547453880310059
