seed,seed_ci_low,seed_ci_high,advantage_far_near_ratio,advantage_far_near_ratio_ci_low,advantage_far_near_ratio_ci_high,output_score_far_near_ratio,output_score_far_near_ratio_ci_low,output_score_far_near_ratio_ci_high,full_parameter_single_sample_far_near_ratio,full_parameter_single_sample_far_near_ratio_ci_low,full_parameter_single_sample_far_near_ratio_ci_high,full_parameter_single_sample_far_near_median_ratio,full_parameter_single_sample_far_near_median_ratio_ci_low,full_parameter_single_sample_far_near_median_ratio_ci_high,aggregate_far_near_ratio,aggregate_far_near_ratio_ci_low,aggregate_far_near_ratio_ci_high,n
10.0,10.0,10.0,1.0000001192092896,1.0000001192092896,1.0000001192092896,9.245396614074707,9.245396614074707,9.245396614074707,9.440482139587402,9.440482139587402,9.440482139587402,4.50679874420166,4.50679874420166,4.50679874420166,8.84278392791748,8.84278392791748,8.84278392791748,1
