step,method,reward,normalized_extrapolation_displacement,distance_to_a_plus,distance_to_a_star,sigma_mean,sigma_min,sigma_max,log_sigma_min,log_sigma_max,near_occupancy,far_occupancy,raw_distance_mean,standardized_distance_mean,positive_gradient_norm,near_negative_gradient_norm,far_negative_gradient_norm,raw_negative_gradient_norm,post_control_negative_gradient_norm,far_scale,total_update_norm,task_threshold,support_boundary_event,support_event_type
1,global_scale,0.5681498646736145,-0.06127812713384628,0.4029313027858734,0.801762580871582,0.417590856552124,0.3804687261581421,0.4451361298561096,-0.9663512706756592,-0.8093751668930054,0.8984375,0.1015625,1.3600281476974487,3.2834770679473877,0.2895779609680176,0.1934542953968048,0.07158755511045456,0.2616004943847656,0.2025233507156372,0.1351172666084322,0.37904056906700134,0.25566717088222507,False,
3,global_scale,0.5681966543197632,-0.06121263653039932,0.402885377407074,0.8016968965530396,0.4174197316169739,0.38025879859924316,0.44498977065086365,-0.9669032096862793,-0.8097040057182312,0.90625,0.09375,1.3568965196609497,3.251469135284424,0.2261570543050766,0.18918730318546295,0.06252487003803253,0.24986720085144043,0.19829396903514862,0.1512896412798288,0.3518458306789398,0.25566717088222507,False,
